Biker_Age,Biker_Occupation,Biker_Education_Level,Riding_Experience,Daily_Travel_Distance,Talk_While_Riding,Smoke_While_Riding,Wearing_Helmet,Motorcycle_Ownership,Valid_Driving_License,Bike_Condition,Road_Type,Road_condition,Weather,Time_of_Day,Traffic_Density,Speed_Limit,Bike_Speed,Number_of_Vehicles,Biker_Alcohol,Accident_Severity
26,Student,Above high school,1,1,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Noon,2,60,75,3,0,Severe Accident
22,Student,Above high school,2,0,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,1,60,82,1,0,Severe Accident
16,Student,Above high school,4,9,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Dry,Clear,Evening,1,60,73,3,1,Severe Accident
19,Student,Above high school,4,18,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Morning,1,60,83,1,1,Severe Accident
25,Student,Above high school,3,10,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Foggy,Afternoon,2,60,79,3,0,Severe Accident
24,Student,Above high school,0,5,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Wet,Rainy,Night,3,60,86,3,0,Severe Accident
27,Student,Above high school,4,1,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,8,60,70,1,0,Severe Accident
25,Student,Above high school,3,7,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Dry,Clear,Noon,3,60,73,2,0,Severe Accident
23,Student,Above high school,2,22,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,2,60,84,2,0,Severe Accident
24,Student,Above high school,2,3,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Wet,Rainy,Morning,1,60,71,3,1,Severe Accident
25,Student,Above high school,4,25,Regularly,Regularly,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,7,60,76,1,1,Severe Accident
26,Student,Above high school,3,17,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Night,4,60,90,2,1,Severe Accident
29,Student,Above high school,4,28,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Dry,Foggy,Afternoon,6,60,70,1,1,Severe Accident
30,Student,Above high school,3,9,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,6,60,76,3,0,Severe Accident
22,Student,Above high school,2,16,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,7,60,80,1,0,Severe Accident
27,Student,Above high school,3,8,Regularly,Sometimes,No,Inherited,No,New,Village Road,Dry,Clear,Evening,4,60,80,3,0,Severe Accident
19,Student,Above high school,5,3,Regularly,Sometimes,Yes,Inherited,Yes,New,Village Road,Dry,Foggy,Morning,7,60,90,1,1,Severe Accident
29,Student,Above high school,5,7,Regularly,Regularly,No,Inherited,No,Old,Village Road,Wet,Rainy,Afternoon,7,60,85,2,1,Severe Accident
21,Student,Above high school,2,8,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Night,3,60,77,2,1,Severe Accident
19,Student,Above high school,1,0,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,5,60,89,3,1,Severe Accident
18,Student,Above high school,0,5,Regularly,Sometimes,No,Inherited,No,New,Village Road,Dry,Foggy,Noon,7,60,88,1,0,Severe Accident
26,Student,Above high school,1,25,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Wet,Rainy,Afternoon,8,60,76,2,0,Severe Accident
18,Student,Above high school,2,6,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Dry,Clear,Morning,6,60,80,3,0,Severe Accident
28,Student,Above high school,5,20,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,3,60,85,2,0,Severe Accident
16,Student,Above high school,2,26,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Dry,Foggy,Night,8,60,77,2,0,Severe Accident
23,Student,Above high school,4,27,Regularly,Sometimes,No,Inherited,No,New,Village Road,Wet,Rainy,Afternoon,2,60,85,3,0,Severe Accident
16,Student,Above high school,0,26,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Noon,8,60,78,2,0,Severe Accident
23,Student,Above high school,5,25,Regularly,Sometimes,No,Inherited,Yes,Old,Village Road,Dry,Clear,Afternoon,5,60,75,2,0,Severe Accident
22,Student,Above high school,2,19,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Foggy,Evening,2,60,81,3,0,Severe Accident
30,Student,Above high school,4,16,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Wet,Rainy,Morning,5,60,80,1,0,Severe Accident
25,Student,Above high school,2,1,Regularly,Sometimes,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,5,60,70,2,1,Severe Accident
28,Student,Above high school,2,15,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Night,5,60,89,2,0,Severe Accident
30,Student,Above high school,1,10,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,6,60,81,3,0,Severe Accident
21,Student,Above high school,0,15,Regularly,Sometimes,Yes,Inherited,Yes,New,Village Road,Wet,Rainy,Noon,3,60,78,2,0,Severe Accident
28,Student,Above high school,2,18,Regularly,Regularly,Yes,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,7,60,83,3,0,Severe Accident
30,Student,Above high school,4,20,Regularly,Sometimes,No,Inherited,No,New,Village Road,Dry,Clear,Morning,2,60,86,1,0,Severe Accident
29,Student,Above high school,0,15,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,4,60,75,3,0,Severe Accident
15,Student,Above high school,0,28,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,4,60,90,2,0,Severe Accident
20,Student,Above high school,4,12,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,4,60,79,3,1,Severe Accident
16,Student,Above high school,4,7,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Noon,2,60,85,3,0,Severe Accident
24,Student,Above high school,4,23,Regularly,Regularly,No,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,6,60,71,1,0,Severe Accident
18,Student,Above high school,3,19,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Evening,7,60,74,3,1,Severe Accident
17,Student,Above high school,0,9,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,7,60,70,2,1,Severe Accident
26,Student,Above high school,1,10,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,5,60,78,2,1,Severe Accident
16,Student,Above high school,3,17,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Night,2,60,79,3,0,Severe Accident
27,Student,Above high school,1,2,Regularly,Sometimes,No,Inherited,No,New,Village Road,Wet,Rainy,Afternoon,8,60,90,3,1,Severe Accident
28,Student,Above high school,0,30,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Noon,6,60,89,2,0,Severe Accident
17,Student,Above high school,3,24,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,3,60,75,1,0,Severe Accident
16,Student,Above high school,4,24,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Foggy,Morning,4,60,76,2,0,Severe Accident
25,Student,Above high school,2,25,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Wet,Rainy,Afternoon,3,60,85,2,1,Severe Accident
28,Student,Above high school,3,7,Regularly,Sometimes,No,Inherited,Yes,New,Village Road,Dry,Clear,Night,6,60,85,1,0,Severe Accident
19,Student,Above high school,1,1,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,6,60,89,2,1,Severe Accident
19,Student,Above high school,1,6,Regularly,Regularly,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,5,60,76,3,0,Severe Accident
21,Student,Above high school,2,18,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Wet,Rainy,Afternoon,8,60,84,1,1,Severe Accident
26,Student,Above high school,2,13,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Evening,4,60,73,3,0,Severe Accident
27,Student,Above high school,1,17,Regularly,Regularly,No,Inherited,No,New,Village Road,Dry,Clear,Morning,2,60,80,1,1,Severe Accident
27,Student,Above high school,0,22,Regularly,Regularly,Yes,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,5,60,77,1,1,Severe Accident
29,Student,Above high school,1,8,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Night,3,60,75,1,0,Severe Accident
20,Student,Above high school,2,8,Regularly,Regularly,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,3,60,73,3,1,Severe Accident
15,Student,Above high school,5,12,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Dry,Clear,Noon,2,60,71,2,1,Severe Accident
18,Student,Above high school,4,10,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,1,60,84,3,0,Severe Accident
20,Student,Above high school,0,14,Regularly,Sometimes,Yes,Inherited,Yes,New,Village Road,Wet,Rainy,Morning,5,60,89,3,1,Severe Accident
30,Student,Above high school,0,25,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,3,60,72,2,1,Severe Accident
18,Student,Above high school,3,21,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Night,4,60,74,1,0,Severe Accident
24,Student,Above high school,1,29,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,1,60,89,3,1,Severe Accident
16,Student,Above high school,3,11,Regularly,Regularly,No,Bought with own money,No,New,Village Road,Wet,Rainy,Noon,7,60,73,3,0,Severe Accident
23,Student,Above high school,2,4,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,6,60,81,1,1,Severe Accident
16,Student,Above high school,4,15,Regularly,Sometimes,No,Inherited,Yes,Old,Village Road,Dry,Clear,Evening,6,60,84,2,1,Severe Accident
29,Student,Above high school,2,1,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Foggy,Morning,6,60,85,1,1,Severe Accident
15,Student,Above high school,2,10,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,6,60,78,2,0,Severe Accident
21,Student,Above high school,0,1,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,4,60,70,1,0,Severe Accident
19,Student,Above high school,2,7,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,7,60,86,3,1,Severe Accident
23,Student,Above high school,4,14,Regularly,Regularly,No,Inherited,No,Old,Village Road,Dry,Foggy,Noon,2,60,87,2,1,Severe Accident
18,Student,Above high school,1,21,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Wet,Rainy,Afternoon,7,60,77,1,0,Severe Accident
15,Student,Above high school,3,0,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,2,60,80,1,1,Severe Accident
27,Student,Above high school,0,18,Regularly,Regularly,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,3,60,71,3,0,Severe Accident
27,Student,Above high school,0,20,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Foggy,Night,3,60,85,1,1,Severe Accident
28,Student,Above high school,1,20,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Wet,Rainy,Afternoon,8,60,77,2,1,Severe Accident
16,Student,Above high school,0,3,Regularly,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Dry,Clear,Noon,4,60,82,3,1,Severe Accident
23,Student,Above high school,0,27,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,6,60,77,2,1,Severe Accident
19,Student,Above high school,3,30,Regularly,Sometimes,No,Inherited,No,New,Village Road,Dry,Foggy,Evening,3,60,71,3,0,Severe Accident
22,Student,Above high school,5,0,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Wet,Rainy,Morning,3,60,75,3,1,Severe Accident
23,Student,Above high school,0,22,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,4,60,87,2,0,Severe Accident
22,Student,Above high school,4,27,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Night,4,60,85,1,1,Severe Accident
23,Student,Above high school,5,1,Regularly,Sometimes,Yes,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,2,60,70,3,0,Severe Accident
25,Student,Above high school,0,14,Regularly,Sometimes,No,Inherited,No,New,Village Road,Wet,Rainy,Noon,1,60,70,2,1,Severe Accident
17,Student,Above high school,4,12,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,6,60,81,1,0,Severe Accident
25,Student,Above high school,3,7,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Clear,Morning,2,60,79,1,0,Severe Accident
15,Student,Above high school,1,14,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,5,60,79,2,1,Severe Accident
30,Student,Above high school,1,2,Regularly,Regularly,Yes,Inherited,No,Old,Village Road,Wet,Rainy,Night,3,60,85,3,0,Severe Accident
18,Student,Above high school,3,18,Regularly,Sometimes,No,Inherited,No,New,Village Road,Dry,Clear,Afternoon,6,60,80,3,1,Severe Accident
28,Student,Above high school,3,7,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Noon,3,60,80,3,1,Severe Accident
19,Student,Above high school,0,29,Regularly,Sometimes,No,Bought with own money,No,Old,Village Road,Dry,Foggy,Afternoon,4,60,74,1,1,Severe Accident
25,Student,Above high school,0,28,Regularly,Regularly,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Evening,4,60,87,1,1,Severe Accident
21,Student,Above high school,3,25,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Morning,4,60,70,2,0,Severe Accident
23,Student,Above high school,3,30,Regularly,Sometimes,No,Bought with own money,Yes,New,Village Road,Dry,Clear,Afternoon,2,60,84,3,0,Severe Accident
23,Student,Above high school,3,7,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Foggy,Night,1,60,80,3,0,Severe Accident
28,Student,Above high school,0,21,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Wet,Rainy,Afternoon,8,60,89,1,0,Severe Accident
15,Student,Above high school,5,29,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Noon,4,60,75,2,0,Severe Accident
17,Student,Above high school,0,1,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,5,60,74,3,0,Severe Accident
29,Student,Above high school,0,24,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Morning,1,60,84,1,1,Severe Accident
22,Student,Above high school,1,6,Regularly,Sometimes,Yes,Bought with own money,Yes,New,Village Road,Wet,Rainy,Afternoon,8,60,90,2,0,Severe Accident
16,Student,Above high school,3,3,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Dry,Clear,Night,5,60,82,1,1,Severe Accident
21,Student,Above high school,2,28,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,2,60,82,2,0,Severe Accident
23,Student,Above high school,1,24,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Foggy,Noon,2,60,78,2,0,Severe Accident
17,Student,Above high school,5,4,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,2,60,77,3,1,Severe Accident
25,Student,Above high school,0,4,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Evening,5,60,72,1,0,Severe Accident
17,Student,Above high school,0,22,Regularly,Regularly,No,Inherited,No,Old,Village Road,Dry,Clear,Morning,6,60,80,2,1,Severe Accident
27,Student,Above high school,4,11,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,1,60,77,3,1,Severe Accident
28,Student,Above high school,3,21,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Wet,Rainy,Night,4,60,81,3,0,Severe Accident
24,Student,Above high school,1,6,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,5,60,70,1,1,Severe Accident
15,Student,Above high school,2,28,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Noon,8,60,74,3,0,Severe Accident
21,Student,Above high school,1,28,Regularly,Sometimes,No,Inherited,Yes,Old,Village Road,Dry,Foggy,Afternoon,1,60,73,2,0,Severe Accident
30,Student,Above high school,1,23,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Wet,Rainy,Morning,6,60,70,2,0,Severe Accident
30,Student,Above high school,4,7,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,7,60,70,1,0,Severe Accident
28,Student,Above high school,2,29,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Clear,Night,8,60,83,1,1,Severe Accident
30,Student,Above high school,4,11,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Foggy,Afternoon,2,60,81,1,0,Severe Accident
19,Student,Above high school,5,25,Regularly,Regularly,No,Inherited,No,Old,Village Road,Wet,Rainy,Noon,3,60,89,2,1,Severe Accident
22,Student,Above high school,2,21,Regularly,Sometimes,Yes,Inherited,Yes,New,Village Road,Dry,Clear,Afternoon,2,60,85,1,0,Severe Accident
17,Student,Above high school,4,17,Regularly,Sometimes,Yes,Inherited,No,Old,Village Road,Dry,Clear,Evening,6,60,84,1,1,Severe Accident
25,Student,Above high school,3,20,Regularly,Sometimes,No,Bought with own money,No,New,Village Road,Dry,Foggy,Morning,1,60,74,2,1,Severe Accident
19,Student,Above high school,2,5,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Afternoon,6,60,72,1,1,Severe Accident
30,Student,Above high school,0,2,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Dry,Clear,Night,2,60,71,2,1,Severe Accident
19,Student,Above high school,5,5,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Clear,Afternoon,5,60,70,3,1,Severe Accident
18,Student,Above high school,4,16,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Dry,Foggy,Noon,8,60,72,2,1,Severe Accident
20,Student,Above high school,4,30,Regularly,Sometimes,No,Inherited,No,New,Village Road,Wet,Rainy,Afternoon,7,60,86,1,1,Severe Accident
28,Student,Above high school,4,16,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Morning,2,60,73,1,0,Severe Accident
17,Student,Above high school,3,13,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Dry,Clear,Afternoon,5,60,78,2,0,Severe Accident
30,Student,Above high school,4,0,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Dry,Foggy,Night,7,60,76,3,1,Severe Accident
15,Student,Above high school,1,13,Regularly,Sometimes,Yes,Bought with own money,Yes,Old,Village Road,Wet,Rainy,Afternoon,7,60,79,3,0,Severe Accident
22,Student,Above high school,1,26,Regularly,Sometimes,No,Inherited,No,New,Village Road,Dry,Clear,Noon,8,60,78,2,0,Severe Accident
26,Student,Above high school,4,19,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Clear,Afternoon,4,60,73,2,0,Severe Accident
30,Student,Above high school,3,27,Regularly,Regularly,No,Inherited,No,Old,Village Road,Dry,Foggy,Evening,5,60,80,3,1,Severe Accident
28,Student,Above high school,1,23,Regularly,Sometimes,Yes,Bought with own money,No,New,Village Road,Wet,Rainy,Morning,2,60,75,1,1,Severe Accident
24,Student,Above high school,2,29,Regularly,Sometimes,Yes,Bought with own money,No,Old,Village Road,Dry,Clear,Afternoon,5,60,76,1,0,Severe Accident
20,Student,Above high school,0,21,Regularly,Sometimes,No,Inherited,Yes,New,Village Road,Dry,Clear,Night,1,60,89,3,0,Severe Accident
23,Student,Above high school,1,11,Regularly,Sometimes,Yes,Inherited,No,New,Village Road,Dry,Foggy,Afternoon,6,60,76,3,1,Severe Accident
25,Student,Above high school,0,10,Regularly,Sometimes,No,Inherited,No,Old,Village Road,Wet,Rainy,Noon,6,60,87,1,0,Severe Accident
